DataID,Sensor/Actuator Name,Sensor/Actuator Type,Sensor Location,Date of Read,Sensor/Actuator Value
9125,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,31
9126,temp2,temp2,Hydroponics farm,06/12/2020 11:52,26
9127,temp1,temp1,Hydroponics farm,06/12/2020 11:52,33
9128,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,56
9129,ldr,ldr,Hydroponics farm,06/12/2020 11:52,178
9130,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,23
9131,temp2,temp2,Hydroponics farm,06/12/2020 11:52,29
9132,temp1,temp1,Hydroponics farm,06/12/2020 11:52,34
9133,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,75
9134,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,11
9135,temp2,temp2,Hydroponics farm,06/12/2020 11:52,22
9136,temp1,temp1,Hydroponics farm,06/12/2020 11:52,32
9137,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,59
9138,heater,heater,Hydroponics farm,06/12/2020 11:52,1
9139,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,25
9140,pump,pump,Hydroponics farm,06/12/2020 11:52,0
9141,temp2,temp2,Hydroponics farm,06/12/2020 11:52,30
9142,temp1,temp1,Hydroponics farm,06/12/2020 11:52,35
9143,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,84
9144,ldr,ldr,Hydroponics farm,06/12/2020 11:52,812
9145,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,58
9146,temp2,temp2,Hydroponics farm,06/12/2020 11:52,20
9147,temp1,temp1,Hydroponics farm,06/12/2020 11:52,30
9148,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,40
9149,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,26
9150,temp2,temp2,Hydroponics farm,06/12/2020 11:52,20
9151,temp1,temp1,Hydroponics farm,06/12/2020 11:52,37
9152,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,97
9153,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,47
9154,temp2,temp2,Hydroponics farm,06/12/2020 11:52,21
9155,temp1,temp1,Hydroponics farm,06/12/2020 11:52,37
9156,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,82
9157,ldr,ldr,Hydroponics farm,06/12/2020 11:52,675
9158,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,41
9159,temp2,temp2,Hydroponics farm,06/12/2020 11:52,22
9160,temp1,temp1,Hydroponics farm,06/12/2020 11:52,39
9161,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,83
9162,heater,heater,Hydroponics farm,06/12/2020 11:52,0
9163,pump,pump,Hydroponics farm,06/12/2020 11:52,0
9164,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,34
9165,temp2,temp2,Hydroponics farm,06/12/2020 11:52,25
9166,temp1,temp1,Hydroponics farm,06/12/2020 11:52,40
9167,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,63
9168,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,25
9169,temp2,temp2,Hydroponics farm,06/12/2020 11:52,30
9170,temp1,temp1,Hydroponics farm,06/12/2020 11:52,35
9171,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,66
9172,ldr,ldr,Hydroponics farm,06/12/2020 11:52,841
9173,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,16
9174,temp2,temp2,Hydroponics farm,06/12/2020 11:52,21
9175,temp1,temp1,Hydroponics farm,06/12/2020 11:52,40
9176,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,62
9177,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,50
9178,temp2,temp2,Hydroponics farm,06/12/2020 11:52,25
9179,temp1,temp1,Hydroponics farm,06/12/2020 11:52,32
9180,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,78
9181,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,15
9182,temp2,temp2,Hydroponics farm,06/12/2020 11:52,30
9183,temp1,temp1,Hydroponics farm,06/12/2020 11:52,32
9184,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,72
9185,ldr,ldr,Hydroponics farm,06/12/2020 11:52,150
9186,heater,heater,Hydroponics farm,06/12/2020 11:52,1
9187,pump,pump,Hydroponics farm,06/12/2020 11:52,0
9188,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,12
9189,temp2,temp2,Hydroponics farm,06/12/2020 11:52,28
9190,temp1,temp1,Hydroponics farm,06/12/2020 11:52,30
9191,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,77
9192,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,18
9193,temp2,temp2,Hydroponics farm,06/12/2020 11:52,29
9194,temp1,temp1,Hydroponics farm,06/12/2020 11:52,38
9195,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,87
9196,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,5
9197,temp2,temp2,Hydroponics farm,06/12/2020 11:52,21
9198,temp1,temp1,Hydroponics farm,06/12/2020 11:52,37
9199,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,90
9200,ldr,ldr,Hydroponics farm,06/12/2020 11:52,779
9201,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,31
9202,temp2,temp2,Hydroponics farm,06/12/2020 11:52,24
9203,temp1,temp1,Hydroponics farm,06/12/2020 11:52,32
9204,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,81
9205,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,43
9206,temp2,temp2,Hydroponics farm,06/12/2020 11:52,26
9207,temp1,temp1,Hydroponics farm,06/12/2020 11:52,39
9208,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,93
9209,heater,heater,Hydroponics farm,06/12/2020 11:52,1
9210,pump,pump,Hydroponics farm,06/12/2020 11:52,1
9211,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,9
9212,temp2,temp2,Hydroponics farm,06/12/2020 11:52,29
9213,temp1,temp1,Hydroponics farm,06/12/2020 11:52,30
9214,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,89
9215,ldr,ldr,Hydroponics farm,06/12/2020 11:52,399
9216,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,58
9217,temp2,temp2,Hydroponics farm,06/12/2020 11:52,24
9218,temp1,temp1,Hydroponics farm,06/12/2020 11:52,30
9219,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,48
9220,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,21
9221,temp2,temp2,Hydroponics farm,06/12/2020 11:52,29
9222,temp1,temp1,Hydroponics farm,06/12/2020 11:52,36
9223,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,83
9224,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,23
9225,temp2,temp2,Hydroponics farm,06/12/2020 11:52,25
9226,temp1,temp1,Hydroponics farm,06/12/2020 11:52,30
9227,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,46
9228,ldr,ldr,Hydroponics farm,06/12/2020 11:52,33
9229,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,18
9230,temp2,temp2,Hydroponics farm,06/12/2020 11:52,28
9231,temp1,temp1,Hydroponics farm,06/12/2020 11:52,40
9232,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,74
9233,heater,heater,Hydroponics farm,06/12/2020 11:52,0
9234,pump,pump,Hydroponics farm,06/12/2020 11:52,0
9235,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,26
9236,temp2,temp2,Hydroponics farm,06/12/2020 11:52,20
9237,temp1,temp1,Hydroponics farm,06/12/2020 11:52,39
9238,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,87
9239,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,58
9240,temp2,temp2,Hydroponics farm,06/12/2020 11:52,28
9241,temp1,temp1,Hydroponics farm,06/12/2020 11:52,31
9242,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,98
9243,ldr,ldr,Hydroponics farm,06/12/2020 11:52,394
9244,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,16
9245,temp2,temp2,Hydroponics farm,06/12/2020 11:52,29
9246,temp1,temp1,Hydroponics farm,06/12/2020 11:52,31
9247,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,59
9248,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,45
9249,temp2,temp2,Hydroponics farm,06/12/2020 11:52,28
9250,temp1,temp1,Hydroponics farm,06/12/2020 11:52,31
9251,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,61
9252,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,38
9253,temp2,temp2,Hydroponics farm,06/12/2020 11:52,23
9254,temp1,temp1,Hydroponics farm,06/12/2020 11:52,33
9255,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,57
9256,ldr,ldr,Hydroponics farm,06/12/2020 11:52,24
9257,heater,heater,Hydroponics farm,06/12/2020 11:52,0
9258,pump,pump,Hydroponics farm,06/12/2020 11:52,0
9259,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,54
9260,temp2,temp2,Hydroponics farm,06/12/2020 11:52,29
9261,temp1,temp1,Hydroponics farm,06/12/2020 11:52,39
9262,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,76
9263,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,21
9264,temp2,temp2,Hydroponics farm,06/12/2020 11:52,27
9265,temp1,temp1,Hydroponics farm,06/12/2020 11:52,37
9266,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,93
9267,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,29
9268,temp2,temp2,Hydroponics farm,06/12/2020 11:52,25
9269,temp1,temp1,Hydroponics farm,06/12/2020 11:52,31
9270,humidity2,humidity2,Hydroponics farm,06/12/2020 11:52,100
9271,ldr,ldr,Hydroponics farm,06/12/2020 11:52,232
9272,humidity1,humidity1,Hydroponics farm,06/12/2020 11:52,44
9273,temp2,temp2,Hydroponics farm,06/12/2020 11:53,25
9274,temp1,temp1,Hydroponics farm,06/12/2020 11:53,34
9275,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,73
9276,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,8
9277,temp2,temp2,Hydroponics farm,06/12/2020 11:53,30
9278,temp1,temp1,Hydroponics farm,06/12/2020 11:53,40
9279,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,77
9280,heater,heater,Hydroponics farm,06/12/2020 11:53,0
9281,pump,pump,Hydroponics farm,06/12/2020 11:53,0
9282,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,20
9283,temp2,temp2,Hydroponics farm,06/12/2020 11:53,30
9284,temp1,temp1,Hydroponics farm,06/12/2020 11:53,36
9285,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,44
9286,ldr,ldr,Hydroponics farm,06/12/2020 11:53,977
9287,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,34
9288,temp2,temp2,Hydroponics farm,06/12/2020 11:53,23
9289,temp1,temp1,Hydroponics farm,06/12/2020 11:53,34
9290,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,91
9291,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,38
9292,temp2,temp2,Hydroponics farm,06/12/2020 11:53,24
9293,temp1,temp1,Hydroponics farm,06/12/2020 11:53,32
9294,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,61
9295,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,12
9296,temp2,temp2,Hydroponics farm,06/12/2020 11:53,29
9297,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,100
9298,temp1,temp1,Hydroponics farm,06/12/2020 11:53,37
9299,ldr,ldr,Hydroponics farm,06/12/2020 11:53,688
9300,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,24
9301,temp2,temp2,Hydroponics farm,06/12/2020 11:53,27
9302,temp1,temp1,Hydroponics farm,06/12/2020 11:53,31
9303,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,78
9304,heater,heater,Hydroponics farm,06/12/2020 11:53,1
9305,pump,pump,Hydroponics farm,06/12/2020 11:53,0
9306,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,52
9307,temp2,temp2,Hydroponics farm,06/12/2020 11:53,27
9308,temp1,temp1,Hydroponics farm,06/12/2020 11:53,30
9309,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,56
9310,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,12
9311,temp2,temp2,Hydroponics farm,06/12/2020 11:53,28
9312,temp1,temp1,Hydroponics farm,06/12/2020 11:53,36
9313,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,43
9314,ldr,ldr,Hydroponics farm,06/12/2020 11:53,757
9315,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,39
9316,temp2,temp2,Hydroponics farm,06/12/2020 11:53,23
9317,temp1,temp1,Hydroponics farm,06/12/2020 11:53,39
9318,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,48
9319,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,40
9320,temp2,temp2,Hydroponics farm,06/12/2020 11:53,26
9321,temp1,temp1,Hydroponics farm,06/12/2020 11:53,37
9322,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,91
9323,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,42
9324,temp2,temp2,Hydroponics farm,06/12/2020 11:53,25
9325,temp1,temp1,Hydroponics farm,06/12/2020 11:53,35
9326,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,89
9327,ldr,ldr,Hydroponics farm,06/12/2020 11:53,850
9328,heater,heater,Hydroponics farm,06/12/2020 11:53,0
9329,pump,pump,Hydroponics farm,06/12/2020 11:53,0
9330,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,53
9331,temp2,temp2,Hydroponics farm,06/12/2020 11:53,20
9332,temp1,temp1,Hydroponics farm,06/12/2020 11:53,36
9333,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,67
9334,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,49
9335,temp2,temp2,Hydroponics farm,06/12/2020 11:53,23
9336,temp1,temp1,Hydroponics farm,06/12/2020 11:53,34
9337,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,95
9338,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,17
9339,temp2,temp2,Hydroponics farm,06/12/2020 11:53,30
9340,temp1,temp1,Hydroponics farm,06/12/2020 11:53,32
9341,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,92
9342,ldr,ldr,Hydroponics farm,06/12/2020 11:53,236
9343,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,59
9344,temp2,temp2,Hydroponics farm,06/12/2020 11:53,27
9345,temp1,temp1,Hydroponics farm,06/12/2020 11:53,37
9346,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,53
9347,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,51
9348,temp2,temp2,Hydroponics farm,06/12/2020 11:53,29
9349,temp1,temp1,Hydroponics farm,06/12/2020 11:53,33
9350,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,59
9351,heater,heater,Hydroponics farm,06/12/2020 11:53,0
9352,pump,pump,Hydroponics farm,06/12/2020 11:53,1
9353,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,54
9354,temp2,temp2,Hydroponics farm,06/12/2020 11:53,24
9355,temp1,temp1,Hydroponics farm,06/12/2020 11:53,33
9356,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,96
9357,ldr,ldr,Hydroponics farm,06/12/2020 11:53,206
9358,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,59
9359,temp2,temp2,Hydroponics farm,06/12/2020 11:53,23
9360,temp1,temp1,Hydroponics farm,06/12/2020 11:53,39
9361,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,43
9362,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,10
9363,temp2,temp2,Hydroponics farm,06/12/2020 11:53,30
9364,temp1,temp1,Hydroponics farm,06/12/2020 11:53,31
9365,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,40
9366,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,13
9367,temp2,temp2,Hydroponics farm,06/12/2020 11:53,21
9368,temp1,temp1,Hydroponics farm,06/12/2020 11:53,39
9369,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,79
9370,ldr,ldr,Hydroponics farm,06/12/2020 11:53,633
9371,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,56
9372,temp2,temp2,Hydroponics farm,06/12/2020 11:53,25
9373,temp1,temp1,Hydroponics farm,06/12/2020 11:53,31
9374,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,58
9375,heater,heater,Hydroponics farm,06/12/2020 11:53,0
9376,pump,pump,Hydroponics farm,06/12/2020 11:53,0
9377,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,53
9378,temp2,temp2,Hydroponics farm,06/12/2020 11:53,30
9379,temp1,temp1,Hydroponics farm,06/12/2020 11:53,34
9380,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,47
9381,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,30
9382,temp2,temp2,Hydroponics farm,06/12/2020 11:53,23
9383,temp1,temp1,Hydroponics farm,06/12/2020 11:53,40
9384,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,90
9385,ldr,ldr,Hydroponics farm,06/12/2020 11:53,976
9386,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,50
9387,temp2,temp2,Hydroponics farm,06/12/2020 11:53,25
9388,temp1,temp1,Hydroponics farm,06/12/2020 11:53,36
9389,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,89
9390,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,10
9391,temp2,temp2,Hydroponics farm,06/12/2020 11:53,23
9392,temp1,temp1,Hydroponics farm,06/12/2020 11:53,30
9393,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,61
9394,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,47
9395,temp2,temp2,Hydroponics farm,06/12/2020 11:53,23
9396,temp1,temp1,Hydroponics farm,06/12/2020 11:53,31
9397,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,58
9398,ldr,ldr,Hydroponics farm,06/12/2020 11:53,304
9399,heater,heater,Hydroponics farm,06/12/2020 11:53,0
9400,pump,pump,Hydroponics farm,06/12/2020 11:53,0
9401,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,42
9402,temp2,temp2,Hydroponics farm,06/12/2020 11:53,29
9403,temp1,temp1,Hydroponics farm,06/12/2020 11:53,31
9404,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,61
9405,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,28
9406,temp2,temp2,Hydroponics farm,06/12/2020 11:53,24
9407,temp1,temp1,Hydroponics farm,06/12/2020 11:53,40
9408,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,96
9409,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,11
9410,temp2,temp2,Hydroponics farm,06/12/2020 11:53,25
9411,temp1,temp1,Hydroponics farm,06/12/2020 11:53,34
9412,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,59
9413,ldr,ldr,Hydroponics farm,06/12/2020 11:53,347
9414,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,25
9415,temp2,temp2,Hydroponics farm,06/12/2020 11:53,26
9416,temp1,temp1,Hydroponics farm,06/12/2020 11:53,35
9417,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,72
9418,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,6
9419,temp2,temp2,Hydroponics farm,06/12/2020 11:53,24
9420,temp1,temp1,Hydroponics farm,06/12/2020 11:53,33
9421,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,56
9422,heater,heater,Hydroponics farm,06/12/2020 11:53,0
9423,pump,pump,Hydroponics farm,06/12/2020 11:53,1
9424,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,14
9425,temp2,temp2,Hydroponics farm,06/12/2020 11:53,25
9426,temp1,temp1,Hydroponics farm,06/12/2020 11:53,33
9427,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,43
9428,ldr,ldr,Hydroponics farm,06/12/2020 11:53,269
9429,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,38
9430,temp2,temp2,Hydroponics farm,06/12/2020 11:53,26
9431,temp1,temp1,Hydroponics farm,06/12/2020 11:53,38
9432,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,77
9433,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,39
9434,temp2,temp2,Hydroponics farm,06/12/2020 11:53,25
9435,temp1,temp1,Hydroponics farm,06/12/2020 11:53,30
9436,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,80
9437,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,55
9438,temp2,temp2,Hydroponics farm,06/12/2020 11:53,20
9439,temp1,temp1,Hydroponics farm,06/12/2020 11:53,35
9440,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,100
9441,ldr,ldr,Hydroponics farm,06/12/2020 11:53,817
9442,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,51
9443,temp2,temp2,Hydroponics farm,06/12/2020 11:53,29
9444,temp1,temp1,Hydroponics farm,06/12/2020 11:53,31
9445,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,100
9446,heater,heater,Hydroponics farm,06/12/2020 11:53,1
9447,pump,pump,Hydroponics farm,06/12/2020 11:53,1
9448,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,51
9449,temp2,temp2,Hydroponics farm,06/12/2020 11:53,20
9450,temp1,temp1,Hydroponics farm,06/12/2020 11:53,34
9451,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,85
9452,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,34
9453,temp2,temp2,Hydroponics farm,06/12/2020 11:53,21
9454,temp1,temp1,Hydroponics farm,06/12/2020 11:53,34
9455,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,70
9456,ldr,ldr,Hydroponics farm,06/12/2020 11:53,287
9457,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,38
9458,temp2,temp2,Hydroponics farm,06/12/2020 11:53,20
9459,temp1,temp1,Hydroponics farm,06/12/2020 11:53,31
9460,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,56
9461,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,41
9462,temp2,temp2,Hydroponics farm,06/12/2020 11:53,21
9463,temp1,temp1,Hydroponics farm,06/12/2020 11:53,37
9464,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,67
9465,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,13
9466,temp2,temp2,Hydroponics farm,06/12/2020 11:53,24
9467,temp1,temp1,Hydroponics farm,06/12/2020 11:53,31
9468,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,70
9469,ldr,ldr,Hydroponics farm,06/12/2020 11:53,230
9470,heater,heater,Hydroponics farm,06/12/2020 11:53,0
9471,pump,pump,Hydroponics farm,06/12/2020 11:53,0
9472,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,11
9473,temp2,temp2,Hydroponics farm,06/12/2020 11:53,29
9474,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,44
9475,temp1,temp1,Hydroponics farm,06/12/2020 11:53,39
9476,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,5
9477,temp2,temp2,Hydroponics farm,06/12/2020 11:53,29
9478,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,90
9479,temp1,temp1,Hydroponics farm,06/12/2020 11:53,32
9480,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,52
9481,temp2,temp2,Hydroponics farm,06/12/2020 11:53,21
9482,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,97
9483,temp1,temp1,Hydroponics farm,06/12/2020 11:53,33
9484,ldr,ldr,Hydroponics farm,06/12/2020 11:53,125
9485,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,26
9486,temp2,temp2,Hydroponics farm,06/12/2020 11:53,20
9487,temp1,temp1,Hydroponics farm,06/12/2020 11:53,39
9488,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,95
9489,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,39
9490,temp2,temp2,Hydroponics farm,06/12/2020 11:53,22
9491,temp1,temp1,Hydroponics farm,06/12/2020 11:53,37
9492,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,80
9493,heater,heater,Hydroponics farm,06/12/2020 11:53,0
9494,pump,pump,Hydroponics farm,06/12/2020 11:53,0
9495,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,15
9496,temp2,temp2,Hydroponics farm,06/12/2020 11:53,20
9497,temp1,temp1,Hydroponics farm,06/12/2020 11:53,31
9498,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,57
9499,ldr,ldr,Hydroponics farm,06/12/2020 11:53,302
9500,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,8
9501,temp2,temp2,Hydroponics farm,06/12/2020 11:53,30
9502,temp1,temp1,Hydroponics farm,06/12/2020 11:53,31
9503,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,56
9504,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,12
9505,temp2,temp2,Hydroponics farm,06/12/2020 11:53,26
9506,temp1,temp1,Hydroponics farm,06/12/2020 11:53,32
9507,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,62
9508,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,17
9509,temp2,temp2,Hydroponics farm,06/12/2020 11:53,24
9510,temp1,temp1,Hydroponics farm,06/12/2020 11:53,34
9511,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,88
9512,ldr,ldr,Hydroponics farm,06/12/2020 11:53,382
9513,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,33
9514,temp2,temp2,Hydroponics farm,06/12/2020 11:53,21
9515,temp1,temp1,Hydroponics farm,06/12/2020 11:53,38
9516,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,84
9517,heater,heater,Hydroponics farm,06/12/2020 11:53,0
9518,pump,pump,Hydroponics farm,06/12/2020 11:53,0
9519,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,55
9520,temp2,temp2,Hydroponics farm,06/12/2020 11:53,25
9521,temp1,temp1,Hydroponics farm,06/12/2020 11:53,40
9522,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,73
9523,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,60
9524,temp2,temp2,Hydroponics farm,06/12/2020 11:53,30
9525,temp1,temp1,Hydroponics farm,06/12/2020 11:53,38
9526,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,97
9527,ldr,ldr,Hydroponics farm,06/12/2020 11:53,997
9528,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,6
9529,temp2,temp2,Hydroponics farm,06/12/2020 11:53,21
9530,temp1,temp1,Hydroponics farm,06/12/2020 11:53,40
9531,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,67
9532,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,28
9533,temp2,temp2,Hydroponics farm,06/12/2020 11:53,20
9534,temp1,temp1,Hydroponics farm,06/12/2020 11:53,31
9535,humidity2,humidity2,Hydroponics farm,06/12/2020 11:53,75
9536,humidity1,humidity1,Hydroponics farm,06/12/2020 11:53,38
9537,temp2,temp2,Hydroponics farm,06/12/2020 11:53,28
9538,temp1,temp1,Hydroponics farm,06/12/2020 11:53,40
